Duration (in seconds),QID8,QID9,QID11,QID12,QID14,QID15,QID17,QID18,QID20,QID21,QID23,QID24,QID26,QID27,QID29,QID30,QID32,QID33,QID35,QID36,QID38,QID39,QID41,QID42,QID44,QID45,QID47,QID48,QID50,QID51,QID53,QID54,QID56,QID57,QID59,QID60,QID62,QID63,QID65,QID66,QID68,QID69,QID71,QID72,QID74,QID75,QID77,QID78,QID80,QID81,QID83,QID84,QID86,QID87,QID89,QID90,QID92,QID93,QID95,QID96,QID98,QID99,QID101,QID102,QID104,QID105,QID107,QID108,QID110,QID111,QID113,QID114,QID116,QID117,QID119,QID120,QID122,QID123,QID125,QID126,QID128,QID129,QID131,QID132,QID134,QID135,QID137,QID138,QID140,QID141,QID143,QID144,QID146,QID147,QID149,QID150,QID152,QID153,QID155,QID156,QID158,QID159,QID161,QID162,QID164,QID165,QID167,QID168,QID170,QID171,QID173,QID174,QID176,QID177,QID179,QID180,QID182,QID183,QID185,QID186,QID188,QID189,QID191,QID192,QID194,QID195,QID197,QID198,QID200,QID201,QID203,QID204,QID206,QID207,QID209,QID210,QID212,QID213,QID215,QID216,QID218,QID219,QID221,QID222,QID224,QID225,QID227,QID228,QID230,QID231,QID233,QID234,QID236,QID237,QID239,QID240,QID242,QID243,QID245,QID246,QID248,QID249,QID251,QID252,QID254,QID255,QID257,QID258,QID260,QID261,QID263,QID264,QID266,QID267,QID269,QID270,QID272,QID273,QID275,QID276,QID278,QID279,QID281,QID282,QID284,QID285,QID287,QID288,QID290,QID291,QID293,QID294,QID296,QID297,QID299,QID300,QID302,QID303,QID305,QID306,QID308,QID309,QID311,QID312,QID314,QID315,QID317,QID318,QID320,QID321,QID323,QID324,QID326,QID327,QID329,QID330,QID332,QID333,QID335,QID336,QID338,QID339,QID341,QID342,QID344,QID345,QID347,QID348,QID350,QID351,QID353,QID354,QID356,QID357,QID359,QID360,QID362,QID363,QID365,QID366,QID368,QID369,QID371,QID372,QID374,QID375,QID377,QID378,QID380,QID381,QID383,QID384,QID386,QID387,QID389,QID390,QID392,QID393,QID395,QID396,QID398,QID399,QID401,QID402,QID404,QID405,QID407,QID408,QID410,QID411,QID413,QID414,QID416,QID417,QID419,QID420,QID422,QID423,QID425,QID426,QID428,QID429,QID431,QID432,QID434,QID435,QID437,QID438,QID440,QID441,QID443,QID444,QID446,QID447,QID449,QID450,QID452,QID453,QID455,QID456,QID458,QID459,QID461,QID462,QID464,QID465,QID467,QID468,QID470,QID471,QID473,QID474,QID476,QID477,QID479,QID480,QID482,QID483,QID485,QID486,QID488,QID489,QID491,QID492,QID494,QID495,QID497,QID498,QID500,QID501,QID503,QID504,QID506,QID507,QID509,QID510,QID512,QID513,QID515,QID516,QID518,QID519,QID521,QID522,QID524,QID525,QID527,QID528,QID530,QID531,QID533,QID534,QID536,QID537,QID539,QID540,QID542,QID543,QID545,QID546,random
227,,,,,"birthday,area",3,"road,room",2,,,"death,history",2,,,,,,,,,,,,,"room,legs",2,"weight,performance",2,,,"room,food",4,,,"business,beer",2,,,,,,,,,,,,,"birthday,night",2,,,,,,,,,"business,family",2,,,,,,,"weight,business",1,,,,,,,,,,,"hands,birthday",4,,,"family,child",4,,,,,,,"heart,death",2,,,,,,,,,"ocean,lady",3,"weight,room",3,family,3,,,"street,chocolate",2,,,"city,chocolate",4,sky,3,,,artist,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756943
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"birthday,heart",5,,,,,,,"performance,gift",5,,,,,"hands,legs",5,,,,,"area,room",5,,,,,"birthday,food",5,"performance,weight",5,,,,,"performance,wedding",5,"hair,legs",5,,,"baby,relationship",5,,,,,,,"phone,hair",,,,,,"business,family",5,,,,,,,,,,,,,,,,,,,,,"hair,eyes",5,"god,family",5,,,,,"road,death",4,"heart,death",5,"performance,security",5,,,"history,performance",5,"wedding,night",5,,,"weight,room",3,,,,,,,,,,,,,,,"artist,legs",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214427
258,,,,,"birthday,area",4,"birthday,road",5,,,"wedding,death",4,,,,,,,,,,,,,"area,room",4,"legs,performance",3,,,"room,food",4,,,"road,business",4,,,,,,,,,,,,,"sky,night",2,,,,,,,,,"weight,family",3.5,,,,,,,"business,birthday",5,,,,,,,,,,,"hands,country",4,,,"god,child",2,,,,,,,"chocolate,death",4,,,,,,,,,"wings,lady",4,"holiday,weight",4,"phone,birthday",4,,,"chocolate,weight",4,,,"weight,city",4,"hair,phone",2,,,"artist,holiday",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690939
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,artist",3,"area,hands",3,,,,,"area,chocolate",4,,,"performance,hair",4,"chocolate,area",2,,,,,,,,,"room,legs",2,,,,,,,,,"road,business",4,,,"family,wedding",3,,,"room,area",3,"baby,relationship",4,,,,,"text,apple",4,,,,,"room,city",4,,,chocolate,3,"sky,night",4,,,,,,,,,,,,,,,,,"hair,eyes",3,"family,child",3,,,,,,,"chocolate,death",3,,,"phone,friend",3,,,,,,,,,,,,,"street,weight",4,,,,,,,"night,beer",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307337
203,,,"area,hands",3,,,,,,,,,,,,,,,"hands,legs",4,"area,country",4,,,,,,,,,,,,,"business,beer",4,,,"performance,wedding",4,,,,,,,,,,,,,,,,,,,"business,family",5,"road,room",5,"birthday,night",4,,,,,,,,,,,"business,money",3,,,"country,birthday",3,"hair,eyes",4,,,"death,child",4,,,"road,death",3,,,,,,,"history,performance",4,"evening,night",4,,,,,"family,birthday",3,"training,night",4,"street,chocolate",4,,,,,,,"night,beer",4,"artist,holiday",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722149
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"business,area",2,"death,history",5,,,,,"country,chocolate",4,"hands,legs",5,"birthday,country",3,,,,,"weight,performance",5,,,,,,,,,"performance,beer",4,,,"hair,legs",1,"room,area",4,"baby,relationship",4,,,"sky,night",5,,,,,,,"room,training",1,"weight,family",5,,,"birthday,night",3,,,,,,,,,,,,,,,,,,,,,,,,,"road,death",4,,,,,"baby,friend",5,"history,performance",5,,,,,,,,,"birthday,night",5,,,,,,,"phone,sky",5,"night,beer",5,,,756147
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,hands",5,,,,,"road,room",2,,,,,,,"car,area",4,"country,road",4,"hands,legs",5,,,,,,,"weight,performance",4,,,"birthday,food",3,,,,,,,"performance,family",5,,,"room,chocolate",4,,,,,,,"text,road",3,,,,,"room,city",5,,,"road,room",4,,,,,,,"friend,family",5,,,,,"business,money",4,,,,,"hair,eyes",4,"family,child",4,,,,,,,,,"performance,birthday",4,"baby,friend",5,,,,,,,,,,,"birthday,night",3,,,"god,animal",2,,,,,,,,,922328
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,hands",5,,,,,,,,,,,"performance,hair",5,"car,area",2,,,,,,,,,"area,room",5,"weight,performance",3,,,,,"wedding,performance",5,,,"performance,heart",4,,,,,,,,,,,,,"text,road",5,"phone,hair",4,"text,performance",2,,,,,,,,,,,,,,,,,"food,birthday",2,"business,money",1,,,,,"hair,eyes",5,"god,family",4,,,"history,friend",4,,,"heart,death",3,"performance,birthday",3,,,,,,,,,"holiday,room",5,"family,birthday",2,,,,,"birthday,god",5,,,,,,,,,989595
210,,,,,"heart,area",3,"birthday,room",3,,,,,,,,,"country,road",5,,,,,,,,,"weight,performance",3,,,"room,food",3,,,,,,,,,"hair,holiday",4,,,,,"wedding,history",5,,,,,"hair,birthday",2,,,,,,,,,"birthday,night",2,,,"weight,business",5,,,,,,,,,,,,,,,"family,child",3,,,"history,birthday",4,"road,death",4,"heart,death",4,"performance,birthday",5,,,,,"evening,night",5,,,"weight,room",2,,,,,,,"birthday,animal",3,"city,chocolate",4,"hair,phone",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438170
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"birthday,area",2,,,,,,,,,,,,,,,,,"heart,country",4,"area,room",4,"weight,performance",3,,,,,,,,,"performance,heart",3,,,,,"room,area",5,,,,,,,,,,,,,,,"business,family",5,"road,room",2,,,,,"weight,business",2,"friend,family",4,,,,,"business,money",2,,,,,"hair,eyes",5,,,,,,,"road,death",2,,,"performance,security",5,"baby,friend",4,"history,performance",3,,,,,"weight,room",3,,,"birthday,night",3,"street,weight",5,,,,,"hair,sky",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852628
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,hands",5,,,,,"road,room",5,,,,,,,,,,,,,"birthday,country",2,"heart,country",5,"area,room",3,,,"hands,car",5,,,,,,,"performance,heart",5,"family,wedding",5,,,"room,area",5,"baby,relationship",5,,,,,,,,,,,"room,city",5,,,,,"sky,night",5,,,,,,,,,,,,,"city,night",5,,,,,,,"death,child",5,,,,,,,,,,,,,"wedding,night",3,"wings,lady",5,,,"family,phone",3,,,,,"birthday,animal",5,"weight,city",2,,,"night,eyes",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307658
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,area",3,,,,,"death,history",5,,,,,,,,,,,"heart,country",5,,,,,"hands,car",3,,,,,,,,,"performance,family",5,,,"room,chocolate",5,"baby,relationship",4,,,"sky,night",5,,,,,,,,,"weight,family",5,,,,,heart,3,"weight,business",5,,,"relationship,birthday",5,,,,,,,,,,,,,,,,,road,4,,,,,,,,,,,"ocean,lady",5,,,,,"training,night",5,"street,chocolate",4.5,,,"weight,city",4,"hair,sky",2,night,4,artist,4,400583
