StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID9,QID10,QID11,QID12,QID13,QID14,QID15,QID16,QID18,QID19,QID20,QID21,QID22,QID23,QID24,QID25,QID27,QID28,QID29,QID30,QID31,QID32,QID33,QID34,QID36,QID37,QID38,QID39,QID40,QID41,QID42,QID43,QID45,QID46,QID47,QID48,QID49,QID50,QID51,QID52,QID54,QID55,QID56,QID57,QID58,QID59,QID60,QID61,QID63,QID64,QID65,QID66,QID67,QID68,QID69,QID70,QID72,QID73,QID74,QID75,QID76,QID77,QID78,QID79,QID81,QID82,QID83,QID84,QID85,QID86,QID87,QID88,QID90,QID91,QID92,QID93,QID94,QID95,QID96,QID97,QID99,QID100,QID101,QID102,QID103,QID104,QID105,QID106,QID108,QID109,QID110,QID111,QID112,QID113,QID114,QID115,QID117,QID118,QID119,QID120,QID121,QID122,QID123,QID124,QID126,QID127,QID128,QID129,QID130,QID131,QID132,QID133,QID135,QID136,QID137,QID138,QID139,QID140,QID141,QID142,QID144,QID145,QID146,QID147,QID148,QID149,QID150,QID151,QID153,QID154,QID155,QID156,QID157,QID158,QID159,QID160,QID162,QID163,QID164,QID165,QID166,QID167,QID168,QID169,QID171,QID172,QID173,QID174,QID175,QID176,QID177,QID178,QID180,QID181,QID182,QID183,QID184,QID185,QID186,QID187,QID189,QID190,QID191,QID192,QID193,QID194,QID195,QID196,QID198,QID199,QID200,QID201,QID202,QID203,QID204,QID205,QID207,QID208,QID209,QID210,QID211,QID212,QID213,QID214,QID216,QID217,QID218,QID219,QID220,QID221,QID222,QID223,QID225,QID226,QID227,QID228,QID229,QID230,QID231,QID232,QID234,QID235,QID236,QID237,QID238,QID239,QID240,QID241,QID243,QID244,QID245,QID246,QID247,QID248,QID249,QID250,QID252,QID253,QID254,QID255,QID256,QID257,QID258,QID259,QID261,QID262,QID263,QID264,QID265,QID266,QID267,QID268,QID270,QID271,QID272,QID273,QID274,QID275,QID276,QID277,QID279,QID280,QID281,QID282,QID283,QID284,QID285,QID286,QID288,QID289,QID290,QID291,QID292,QID293,QID294,QID295,QID297,QID298,QID299,QID300,QID301,QID302,QID303,QID304,QID306,QID307,QID308,QID309,QID310,QID311,QID312,QID313,QID315,QID316,QID317,QID318,QID319,QID320,QID321,QID322,QID324,QID325,QID326,QID327,QID328,QID329,QID330,QID331,QID333,QID334,QID335,QID336,QID337,QID338,QID339,QID340,QID342,QID343,QID344,QID345,QID346,QID347,QID348,QID349,QID351,QID352,QID353,QID354,QID355,QID356,QID357,QID358,QID360,QID361,QID362,QID363,QID364,QID365,QID366,QID367,mTurkCode
2/20/18 20:13,2/20/18 20:21,IP Address,*******,100,450,TRUE,2/20/18 20:21,R_eeBzTr9o71VzhVT,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,hair","city,road","eyes,hair","eyes,weight","city,eyes","eyes,weight","city,hair","city,road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,eyes","eyes,text","eyes,history","phone,history","heart,text","heart,phone","phone,eyes","heart,history",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"boy,performance","boy,girl","boy,girl","girl,performance","girl,beauty","girl,phone","boy,phone","beauty,performance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gift,phone","phone,road","business,road","business,gift","business,training","phone,road","training,road","business,gift",,,,,,,,,"beauty,wings","ocean,feelings","ocean,beauty","area,feelings","ocean,feelings","beauty,feelings","area,feelings","ocean,feelings",,,,,,,,,,,,,,,,,,,,,,,,,30286373
2/20/18 20:15,2/20/18 20:21,IP Address,*******,100,377,TRUE,2/20/18 20:21,R_eIC3nT6ULbIFGwx,*******,*******,*******,*******,*******,*******,anonymous,EN,"car,performance","lady,performance","girl,lady","car,city","car,city","lady,performance","girl,lady","car,performance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,hair","city,road","road,hair","eyes,weight","city,road","city,eyes","city,road","city,road","heart,lady","country,heart","hands,lady","heart,sky","country,lady","hands,lady","heart,lady","hands,sky","artist,car","morning,night","artist,car","morning,country","artist,car","artist,car","morning,night","artist,country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"evening,performance","country,business","business,performance","country,evening","business,performance","country,evening","country,evening","car,country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57482131
2/20/18 20:14,2/20/18 20:21,IP Address,*******,100,414,TRUE,2/20/18 20:21,R_9EtELqYgadu85MJ,*******,*******,*******,*******,*******,*******,anonymous,EN,"lady,car","city,performance","lady,performance","lady,performance","lady,city","girl,car","girl,lady","lady,performance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"morning,night","morning,country","artist,country","morning,night","artist,car","morning,artist","night,country","night,car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"legs,sky","car,death","street,legs","death,sky","street,sky","death,legs","street,legs","car,death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"family,security","family,security","city,hands","security,weight","family,hands","hands,weight","hands,security","city,security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,birthday","artist,country","country,morning","country,morning","child,morning","country,child","birthday,child","artist,country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83606875
2/20/18 20:13,2/20/18 20:21,IP Address,*******,100,498,TRUE,2/20/18 20:21,R_12AdyOU2PdB0ojE,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"country,heart","country,lady","heart,lady","heart,sky","country,hands","heart,lady","heart,lady","country,sky","artist,car","morning,artist","night,country","morning,car","artist,country","artist,car","morning,night","artist,country",,,,,,,,,"eyes,lady","eyes,lady","eyes,lady","eyes,wedding","sky,wedding","eyes,lady","chocolate,lady","sky,wedding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"city,family","city,security","city,security","hands,weight","family,hands","family,security","city,hands","hands,weight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wings,friend","wings,beauty","beauty,hair","child,friend","beauty,hair","beauty,hair","wings,friend","wings,friend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31367637
2/20/18 20:13,2/20/18 20:22,IP Address,*******,100,543,TRUE,2/20/18 20:22,R_xxONVJ1dGP4Hjvb,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,"child,baby","money,baby","child,money","child,money","child,baby","child,food","money,baby","apple,food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,death","city,death","dog,death","dog,apple","dog,death","phone,city","dog,phone","dog,phone","car,legs","death,legs","legs,sky","car,sky","street,legs","car,street","car,legs","street,death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,boy","eyes,boy","boy,text","sky,god","eyes,boy","sky,boy","eyes,sky","god,text",,,,,,,,,"animal,god","animal,relationship","car,relationship","animal,relationship","phone,relationship","phone,animal","animal,relationship","car,animal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47734046
2/20/18 20:15,2/20/18 20:22,IP Address,*******,100,447,TRUE,2/20/18 20:22,R_1JRqEsqW2a5mBxw,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,lady","eyes,sky","eyes,lady","eyes,lady","eyes,sky","eyes,sky","eyes,lady","eyes,wedding",,,,,,,,,"wings,room","hands,morning","child,wings","child,hands","child,room","child,morning","child,wings","child,morning",,,,,,,,,,,,,,,,,"city,family","family,child","city,girl","family,child","child,girl","family,child","city,chocolate","child,girl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,lady","sky,lady","eyes,history","eyes,lady","eyes,lady","eyes,history","eyes,lady","birthday,lady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,city","city,street","gift,city","gift,food","car,city","gift,street","car,city","gift,food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28656273
2/20/18 20:14,2/20/18 20:22,IP Address,*******,100,449,TRUE,2/20/18 20:22,R_eG1k2wBdrZMnHIB,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,lady","country,sky","hands,lady","country,sky","country,heart","heart,lady","heart,lady","country,sky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"city,chocolate","chocolate,girl","family,child","city,child","child,girl","family,child","city,chocolate","child,girl","eyes,text","heart,eyes","eyes,history","heart,phone","eyes,history","heart,phone","eyes,history","eyes,text",,,,,,,,,,,,,,,,,"security,weight","family,hands","city,security","security,weight","family,security","city,weight","family,hands","city,hands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gift,phone","training,phone","training,road","business,road","business,training","gift,road","business,gift","phone,road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18115964
2/20/18 20:15,2/20/18 20:22,IP Address,*******,100,425,TRUE,2/20/18 20:22,R_1dbjqPGTtlsDjXq,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,history","heart,history","history,text","phone,history","eyes,text","heart,phone","eyes,text","heart,history","street,area","area,baby","area,baby","car,god","area,baby","area,god","street,area","baby,god",,,,,,,,,,,,,,,,,,,,,,,,,"legs,feelings","hands,feelings","legs,wedding","friend,wedding","legs,feelings","feelings,friend","legs,feelings","feelings,wedding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"business,training","phone,road","business,road","training,road","business,training","business,road","training,road","gift,phone",,,,,,,,,"beauty,feelings","area,ocean","ocean,beauty","area,feelings","ocean,feelings","beauty,feelings","area,feelings","beauty,feelings",,,,,,,,,,,,,,,,,,,,,,,,,55312200
2/20/18 20:13,2/20/18 20:22,IP Address,*******,100,558,TRUE,2/20/18 20:22,R_1FkoF527lNYOT8D,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,"country,child","car,child","car,money","car,country","country,child","child,money","car,child","country,child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,lady","eyes,lady","eyes,lady","eyes,lady","eyes,lady","eyes,lady","chocolate,lady","sky,wedding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,eyes","heart,eyes","eyes,history","heart,phone","phone,text","heart,phone","eyes,history","heart,eyes","street,area","baby,god","car,baby","car,area","car,baby","baby,god","street,area","baby,god",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,lady","sky,lady","eyes,lady","eyes,history","eyes,sky","history,lady","eyes,lady","eyes,lady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37275939
2/20/18 20:15,2/20/18 20:23,IP Address,*******,100,497,TRUE,2/20/18 20:23,R_3nvDKdO6CwoMHJc,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,"car,child","car,child","car,country","car,country","country,child","car,money","country,child","car,child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,lady","eyes,lady","eyes,lady","eyes,lady","eyes,sky","chocolate,lady","chocolate,lady","lady,wedding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"beauty,feelings","beauty,feelings","feelings,relationship","area,feelings","area,relationship","street,area","feelings,relationship","street,feelings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,god","phone,god","phone,god","car,relationship","car,god","animal,god","animal,god","car,god",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"evening,performance","country,evening","evening,performance","country,evening","car,business","country,evening","car,performance","car,evening",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97792377
2/20/18 20:16,2/20/18 20:23,IP Address,*******,100,447,TRUE,2/20/18 20:23,R_vPQ1e9fXNkgwbcd,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"birthday,weight","road,evening","city,road","evening,weight","evening,weight","birthday,evening","city,road","birthday,weight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hands,legs","hands,legs","legs,wedding","friend,wedding","hands,legs","feelings,wedding","feelings,friend","feelings,wedding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"boy,performance","girl,beauty","girl,performance","boy,beauty","girl,beauty","boy,performance","boy,beauty","girl,beauty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"beauty,wings","ocean,beauty","ocean,beauty","area,feelings","area,ocean","beauty,feelings","area,feelings","ocean,feelings",,,,,,,,,,,,,,,,,"sky,road","artist,road","area,sky","artist,wings","sky,wings","sky,road","artist,wings","area,artist",44131647
2/20/18 20:13,2/20/18 20:24,IP Address,*******,100,625,TRUE,2/20/18 20:24,R_3DhgQK1VhRwLwIc,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"city,chocolate","city,chocolate","family,girl","city,child","child,girl","child,girl","city,family","child,girl",,,,,,,,,,,,,,,,,"street,relationship","street,area","feelings,relationship","area,feelings","feelings,relationship","street,area","beauty,relationship","beauty,feelings",,,,,,,,,,,,,,,,,"feelings,friend","hands,legs","feelings,wedding","friend,wedding","legs,feelings","feelings,friend","legs,feelings","feelings,friend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,artist","street,wedding","child,wedding","child,street","death,wedding","child,street","street,wedding","child,artist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"country,child","birthday,morning","artist,morning","birthday,child","country,morning","artist,child","child,morning","artist,child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11928442
2/20/18 20:16,2/20/18 20:24,IP Address,*******,100,459,TRUE,2/20/18 20:24,R_9mjdielxUBakWzv,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,"area,room","area,holiday","area,room","animal,holiday","hands,animal","area,room","hands,animal","animal,room",,,,,,,,,,,,,,,,,"eyes,hair","city,road","road,hair","eyes,weight","city,road","city,weight","city,road","city,road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,death","phone,city","dog,death","phone,apple","dog,death","city,death","dog,city","dog,city",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,city","car,city","car,gift","city,street","food,street","car,gift","car,city","car,gift",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,friend","child,friend","food,child","child,friend","child,friend","child,friend","child,friend","hair,child",,,,,,,,,30248195
2/20/18 20:15,2/20/18 20:23,IP Address,*******,100,483,TRUE,2/20/18 20:24,R_ewy12Vk7n5WkiPv,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,holiday","baby,beauty","beauty,holiday","beauty,holiday","baby,beauty","dog,holiday","dog,security","dog,security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"morning,room","wings,hands","morning,room","child,hands","child,hands","child,morning","child,hands","child,wings","dog,death","phone,city","city,death","dog,apple","city,death","dog,city","dog,apple","apple,city",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"family,hands","family,security","security,weight","city,weight","family,hands","security,weight","city,hands","hands,weight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,dog","dog,boy","boy,girl","car,chocolate","boy,girl","boy,girl","dog,chocolate","dog,chocolate",,,,,,,,,,,,,,,,,21507320
2/20/18 20:13,2/20/18 20:24,IP Address,*******,100,627,TRUE,2/20/18 20:24,R_33dwndmsnyjbRQN,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,street","car,legs","car,sky","car,death","car,death","car,death","car,sky","car,death",,,,,,,,,,,,,,,,,,,,,,,,,"beauty,relationship","beauty,street","feelings,relationship","feelings,relationship","feelings,relationship","street,area","feelings,relationship","feelings,relationship","city,weight","city,family","city,security","hands,weight","family,hands","family,security","family,security","city,hands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,child","artist,child","artist,food","food,security","artist,food","artist,text","artist,text","artist,child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,dog","dog,boy","boy,girl","dog,boy","boy,girl","boy,girl","boy,girl","car,chocolate",,,,,,,,,,,,,,,,,15263046
2/20/18 20:15,2/20/18 20:24,IP Address,*******,100,537,TRUE,2/20/18 20:24,R_5oSebfeDveqOmHf,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"city,death","dog,city","apple,death","phone,apple","city,death","phone,death","dog,apple","apple,city",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"boy,girl","boy,girl","boy,phone","girl,beauty","girl,beauty","performance,phone","performance,phone","girl,beauty",,,,,,,,,,,,,,,,,"beauty,hair","child,beauty","wings,hair","child,friend","beauty,hair","child,friend","child,wings","friend,hair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,dog","dog,chocolate","boy,girl","dog,girl","boy,girl","boy,girl","car,chocolate","dog,chocolate","hair,friend","food,friend","food,child","child,friend","child,friend","child,friend","child,friend","child,friend",,,,,,,,,64904439
2/20/18 20:15,2/20/18 20:24,IP Address,*******,100,520,TRUE,2/20/18 20:24,R_2yfncFlAcybl3aV,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,"child,baby","baby,food","child,money","money,baby","child,baby","child,money","money,food","apple,food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,legs","legs,sky","street,legs","car,death","car,legs","street,death","legs,sky","car,death",,,,,,,,,,,,,,,,,,,,,,,,,"beauty,relationship","beauty,feelings","feelings,relationship","beauty,feelings","feelings,relationship","street,area","feelings,relationship","beauty,feelings",,,,,,,,,,,,,,,,,,,,,,,,,"boy,god","eyes,boy","eyes,text","sky,boy","eyes,text","boy,text","eyes,text","sky,god",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"beauty,hair","child,wings","wings,beauty","child,friend","beauty,hair","beauty,hair","child,wings","wings,beauty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15142511
2/20/18 20:13,2/20/18 20:24,IP Address,*******,100,645,TRUE,2/20/18 20:24,R_1DOwXUIiFAuNSQX,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"baby,dog","beauty,holiday","dog,security","beauty,holiday","dog,beauty","dog,holiday","dog,holiday","dog,holiday",,,,,,,,,,,,,,,,,,,,,,,,,"country,family","child,dog","child,family","dog,legs","country,family","child,country","dog,legs","dog,family",,,,,,,,,,,,,,,,,"morning,room","hands,morning","morning,room","child,morning","child,morning","child,morning","child,hands","child,wings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,boy","eyes,boy","eyes,text","sky,god","eyes,text","eyes,boy","eyes,god","sky,god",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"security,feelings","feelings,food","feelings,food","food,girl","feelings,girl","business,girl","business,girl","feelings,girl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88854446
2/20/18 20:21,2/20/18 20:24,IP Address,*******,100,234,TRUE,2/20/18 20:24,R_2zIL4Jmmzm0gAgd,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,lady","eyes,sky","eyes,lady","eyes,lady","lady,wedding","eyes,lady","eyes,chocolate","sky,wedding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"city,chocolate","city,child","child,girl","city,child","child,girl","child,girl","city,family","child,girl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,artist","street,wedding","child,artist","child,death","death,artist","child,artist","artist,wedding","child,artist",,,,,,,,,,,,,,,,,,,,,,,,,"child,beauty","wings,beauty","friend,hair","child,friend","beauty,hair","child,beauty","wings,hair","wings,hair",,,,,,,,,,,,,,,,,"artist,country","artist,morning","artist,morning","artist,country","artist,morning","country,child","birthday,child","artist,child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61416362
2/20/18 20:15,2/20/18 20:24,IP Address,*******,100,593,TRUE,2/20/18 20:24,R_eS8aURqcdF5zUOd,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,"child,baby","apple,baby","child,money","money,baby","child,baby","money,food","money,food","apple,food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"country,family","child,dog","child,family","dog,legs","country,family","dog,legs","child,dog","child,family",,,,,,,,,,,,,,,,,"wings,room","hands,morning","wings,hands","child,morning","child,hands","child,hands","child,hands","child,morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"country,evening","country,evening","car,business","country,evening","car,business","country,evening","business,performance","car,country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gift,phone","phone,road","business,gift","business,training","business,training","gift,road","training,road","gift,phone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89046513
