Duration (in seconds),QID10,QID11,QID13,QID14,QID16,QID17,QID19,QID20,QID22,QID23,QID25,QID26,QID28,QID29,QID31,QID32,QID34,QID35,QID37,QID38,QID40,QID41,QID43,QID44,QID46,QID47,QID49,QID50,QID52,QID53,QID55,QID56,QID58,QID59,QID61,QID62,QID64,QID65,QID67,QID68,QID70,QID71,QID73,QID74,QID76,QID77,QID79,QID80,QID82,QID83,QID85,QID86,QID88,QID89,QID91,QID92,QID94,QID95,QID97,QID98,QID100,QID101,QID103,QID104,QID106,QID107,QID109,QID110,QID112,QID113,QID115,QID116,QID118,QID119,QID121,QID122,QID124,QID125,QID127,QID128,QID130,QID131,QID133,QID134,QID136,QID137,QID139,QID140,QID142,QID143,QID145,QID146,QID148,QID149,QID151,QID152,QID154,QID155,QID157,QID158,QID160,QID161,QID163,QID164,QID166,QID167,QID169,QID170,QID172,QID173,QID175,QID176,QID178,QID179,QID181,QID182,QID184,QID185,QID187,QID188,QID190,QID191,QID193,QID194,QID196,QID197,QID199,QID200,QID202,QID203,QID205,QID206,QID208,QID209,QID211,QID212,QID214,QID215,QID217,QID218,QID220,QID221,QID223,QID224,QID226,QID227,QID229,QID230,QID232,QID233,QID235,QID236,QID238,QID239,QID241,QID242,QID244,QID245,QID247,QID248,QID250,QID251,QID253,QID254,QID256,QID257,QID259,QID260,QID262,QID263,QID265,QID266,QID268,QID269,QID271,QID272,QID274,QID275,QID277,QID278,QID280,QID281,QID283,QID284,QID286,QID287,QID289,QID290,QID292,QID293,QID295,QID296,QID298,QID299,QID301,QID302,QID304,QID305,QID307,QID308,QID310,QID311,QID313,QID314,QID316,QID317,QID319,QID320,QID322,QID323,QID325,QID326,QID328,QID329,QID331,QID332,QID334,QID335,QID337,QID338,QID340,QID341,QID343,QID344,QID346,QID347,QID349,QID350,QID352,QID353,QID355,QID356,QID358,QID359,QID361,QID362,QID364,QID365,QID367,QID368,QID370,QID371,QID373,QID374,QID376,QID377,QID379,QID380,QID382,QID383,QID385,QID386,QID388,QID389,QID391,QID392,QID394,QID395,QID397,QID398,QID400,QID401,QID403,QID404,QID406,QID407,QID409,QID410,QID412,QID413,QID415,QID416,QID418,QID419,QID421,QID422,QID424,QID425,QID427,QID428,QID430,QID431,QID433,QID434,QID436,QID437,QID439,QID440,QID442,QID443,QID445,QID446,QID448,QID449,QID451,QID452,QID454,QID455,QID457,QID458,QID460,QID461,QID463,QID464,QID466,QID467,QID469,QID470,QID472,QID473,QID475,QID476,QID478,QID479,QID481,QID482,QID484,QID485,QID487,QID488,QID490,QID491,QID493,QID494,QID496,QID497,QID499,QID500,QID502,QID503,QID505,QID506,QID508,QID509,QID511,QID512,QID514,QID515,QID517,QID518,QID520,QID521,QID523,QID524,QID526,QID527,QID529,QID530,QID532,QID533,QID535,QID536,QID538,QID539,QID541,QID542,QID544,QID545,QID547,QID548,random
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,3,cute,4,hungry,5,adorable,3,adorable,5,stunning,5,deadly,2,,,,,,,,,,,,,,,,,,,,,attractive,5,,,,,sleepy,2.5,,,bitter,3.5,,,attractive,5,,,ugly,4,,,,,,,,,,,excited,5,,,,,,,,,,,,,crazy,3,excellent,5,healthy,4,,,,,,,warm,5,,,,,,,,,,,peaceful,4,,,,,,,,,,,clean,5,excellent,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,difficult,2,adorable,2,,,,,,,,,,,violent,2,,,,,proud,2,,,,,rough,1,,,,,hilarious,2,cute,2,warm,2,,,,,,,,,lazy,1,,,,,,,,,,,,,cute,1,excellent,1,,,,,dirty,2,,,,,,,,,wicked,2,clever,1,,,sexy,3,,,,,,,warm,1,creepy,1,,,,,evil,3,clear,1,excellent,2.5,10303
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outdoor,3,,,,,empty,3,,,,,,,,,hurt,3,cute,4,,,clean,3,,,,,,,,,attractive,4,,,empty,4,,,,,bitter,4,,,,,,,,,,,,,nasty,3,,,,,empty,3,,,illegal,4,wet,2,,,,,,,,,,,,,,,,,,,warm,3,wicked,2,clever,3.5,,,sexy,3,hilarious,4,peaceful,3,successful,3,,,,,hilarious,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34194
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hungry,4,adorable,5,,,stunning,5,,,,,adorable,5,,,,,outdoor,4,,,dying,4,successful,3,,,adorable,4,,,sleepy,4,,,excited,4,fresh,5,,,,,,,warm,5,,,dangerous,4,,,,,,,rough,4,,,,,,,,,,,,,excellent,5,hungry,4,,,,,,,,,,,,,,,,,,,,,,,,,,,warm,5,excited,4,,,faithful,5,attractive,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11850
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adorable,3,successful,5,,,,,,,talented,5,,,,,,,,,,,clean,4.5,,,,,,,,,,,,,,,,,,,bitter,3,,,,,,,busy,2,funny,3,excellent,3,comfortable,4,,,,,,,talented,5,illegal,3,,,outdoor,4,,,,,,,,,,,excited,5,talented,5,excited,3,,,,,,,extreme,3,,,sleepy,3,violent,4,,,,,,,adorable,5,faithful,3.5,,,,,,,40552
513,,,,,,,,,empty,2,,,empty,2,,,,,sleepy,4,,,,,wicked,5,,,,,,,,,proud,3,,,,,excited,1,talented,2,violent,1,expensive,3,,,,,busy,4,,,excellent,3,,,,,,,,,,,,,,,,,weak,2,,,hungry,3,,,,,excited,4,hilarious,3,talented,2,,,,,,,,,excellent,3,,,,,,,,,excited,4,,,,,evil,4,,,crazy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42968
541,tired,2,,,,,nasty,1,,,illegal,1,,,,,,,sleepy,4,,,,,wicked,5,,,violent,2,,,angry,3,,,,,,,,,fresh,1,violent,4,,,,,,,,,,,excellent,4,,,deadly,4,,,,,deadly,5,,,,,outdoor,2.5,,,wicked,4,comfortable,2,,,,,,,,,,,hilarious,4,,,tough,2,,,,,,,,,,,,,excited,4,excellent,4,,,,,excellent,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33086
434,,,cute,5,hungry,5,,,,,,,,,,,adorable,3,,,,,hungry,5,,,creepy,2,,,lazy,3,,,,,deadly,3,,,,,,,,,,,excited,5,,,,,,,,,illegal,2.5,,,,,excited,3,,,faithful,4,deadly,1,,,,,,,,,excellent,3,healthy,3,,,,,,,,,excellent,2,,,adorable,4,,,cute,3,friendly,2,violent,5,warm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11169
430,tired,3,,,hungry,4,adorable,3,,,stunning,4,,,,,,,,,,,,,,,,,,,,,,,,,sleepy,4,cute,3,,,,,,,,,,,,,comfortable,3,,,,,comfortable,3,excellent,3,,,excited,4,,,faithful,4,,,,,,,,,,,,,healthy,5,,,,,talented,2,,,,,,,,,successful,3,hilarious,4,,,,,warm,4,,,adorable,4,rough,4,evil,4,,,excellent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21446
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,difficult,3,cute,5,,,,,,,,,,,successful,4,,,,,attractive,4,,,,,excited,3,,,,,talented,4,excited,4,safe,2,,,,,,,,,excellent,2.5,,,,,,,,,,,,,cute,5,excellent,3,,,,,lazy,4,,,,,,,,,wicked,4,tough,3,,,sexy,5,,,,,,,funny,4,extreme,5,,,,,evil,4,clear,4,excellent,5,29220
577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,4,,,,,,,,,,,empty,2,adorable,4,,,,,,,,,,,,,,,lazy,4,,,,,,,,,,,,,,,hilarious,3,attractive,4,,,comfortable,2,,,lazy,1,,,lazy,3,,,,,talented,4,,,,,shy,2,cute,3,,,,,cute,1.5,healthy,4,excellent,2,talented,4,excited,3,,,,,,,adorable,4,,,,,,,,,,,,,,,,,,,clear,3,excellent,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16522
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,3,,,,,,,stunning,3,empty,1,,,,,hurt,2,,,,,,,,,violent,1,,,,,,,,,,,rough,3,,,bitter,2,,,attractive,2,,,ugly,2,dangerous,2,,,comfortable,3,,,,,excited,3,,,,,excellent,3,,,cute,2,,,,,,,,,,,,,,,,,excellent,2,,,adorable,3,,,,,,,successful,3,,,excited,3,adorable,2,rough,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19216
580,,,,,,,,,empty,4,,,deadly,5,excellent,1,cute,2,,,confused,2,hungry,5,,,,,successful,1.5,stunning,5,,,,,,,cute,5,rough,2,,,,,,,,,warm,4,,,dangerous,3.5,,,,,,,insane,1,,,deadly,2,,,excellent,1,,,,,,,,,hurt,4,,,,,hilarious,3,,,,,excellent,4,tough,1,,,,,,,,,,,,,,,,,rough,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40774
232,healthy,1,,,hungry,4,,,,,stunning,1,talented,1,,,,,,,cute,2,excellent,1,,,fat,1,,,,,,,,,,,,,,,,,violent,3,hilarious,1,cute,2,,,ugly,2,,,fat,3,,,,,,,excited,2,deadly,2,illegal,1,,,,,,,,,hungry,4,,,healthy,4,,,,,,,,,,,,,,,,,,,,,,,warm,2,,,hilarious,2,,,,,excellent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49719
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorgeous,2,cute,3,,,adorable,3,,,,,,,,,,,,,cute,4,,,clean,4,fat,2,,,,,adorable,2,,,,,empty,2,,,talented,1,lazy,1,,,,,,,,,funny,4,,,,,excellent,4,,,,,,,illegal,1,,,,,,,,,crazy,2,,,healthy,4,,,talented,5,,,,,,,tough,2,adorable,5,,,,,,,,,warm,3,,,,,,,,,,,crazy,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16877
