Duration (in seconds),QID8,QID9,QID11,QID12,QID14,QID15,QID17,QID18,QID20,QID21,QID23,QID24,QID26,QID27,QID29,QID30,QID32,QID33,QID35,QID36,QID38,QID39,QID41,QID42,QID44,QID45,QID47,QID48,QID50,QID51,QID53,QID54,QID56,QID57,QID59,QID60,QID62,QID63,QID65,QID66,QID68,QID69,QID71,QID72,QID74,QID75,QID77,QID78,QID80,QID81,QID83,QID84,QID86,QID87,QID89,QID90,QID92,QID93,QID95,QID96,QID98,QID99,QID101,QID102,QID104,QID105,QID107,QID108,QID110,QID111,QID113,QID114,QID116,QID117,QID119,QID120,QID122,QID123,QID125,QID126,QID128,QID129,QID131,QID132,QID134,QID135,QID137,QID138,QID140,QID141,QID143,QID144,QID146,QID147,QID149,QID150,QID152,QID153,QID155,QID156,QID158,QID159,QID161,QID162,QID164,QID165,QID167,QID168,QID170,QID171,QID173,QID174,QID176,QID177,QID179,QID180,QID182,QID183,QID185,QID186,QID188,QID189,QID191,QID192,QID194,QID195,QID197,QID198,QID200,QID201,QID203,QID204,QID206,QID207,QID209,QID210,QID212,QID213,QID215,QID216,QID218,QID219,QID221,QID222,QID224,QID225,QID227,QID228,QID230,QID231,QID233,QID234,QID236,QID237,QID239,QID240,QID242,QID243,QID245,QID246,QID248,QID249,QID251,QID252,QID254,QID255,QID257,QID258,QID260,QID261,QID263,QID264,QID266,QID267,QID269,QID270,QID272,QID273,QID275,QID276,QID278,QID279,QID281,QID282,QID284,QID285,QID287,QID288,QID290,QID291,QID293,QID294,QID296,QID297,QID299,QID300,QID302,QID303,QID305,QID306,QID308,QID309,QID311,QID312,QID314,QID315,QID317,QID318,QID320,QID321,QID323,QID324,QID326,QID327,QID329,QID330,QID332,QID333,QID335,QID336,QID338,QID339,QID341,QID342,QID344,QID345,QID347,QID348,QID350,QID351,QID353,QID354,QID356,QID357,QID359,QID360,QID362,QID363,QID365,QID366,QID368,QID369,QID371,QID372,QID374,QID375,QID377,QID378,QID380,QID381,QID383,QID384,QID386,QID387,QID389,QID390,QID392,QID393,QID395,QID396,QID398,QID399,QID401,QID402,QID404,QID405,QID407,QID408,QID410,QID411,QID413,QID414,QID416,QID417,QID419,QID420,QID422,QID423,QID425,QID426,QID428,QID429,QID431,QID432,QID434,QID435,QID437,QID438,QID440,QID441,QID443,QID444,QID446,QID447,QID449,QID450,QID452,QID453,QID455,QID456,QID458,QID459,QID461,QID462,QID464,QID465,QID467,QID468,QID470,QID471,QID473,QID474,QID476,QID477,QID479,QID480,QID482,QID483,random
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,weight",5,,,"legs,girl",5,,,"night,lady",5,,,"girl,legs",5,"beer,road",5,"girl,food",5,"food,lady",3,,,"artist,performance",4,"relationship,food",3,,,,,,,,,,,"girl,food",5,,,,,,,,,,,"performance,country",5,,,lady,4,,,"text,lady",3,,,"animal,lady",5,,,,,"feelings,baby",3,,,,,,,"baby,feelings",4,,,"lady,holiday",4,,,"birthday,boy",4,,,,,"security,wedding",4,beauty,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773817
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,beer",2,"girl,apple",2,,,,,,,"security,girl",3,,,,,,,"lady,dog",5,"lady,weight",2,"city,lady",3,,,"beer,business",2,,,,,,,,,,,"security,lady",4,"relationship,family",1,,,"boy,lady",5,"performance,beer",4,"girl,food",3,"beer,performance",1,"relationship,heart",3,,,,,"relationship,lady",3,,,"performance,lady",2,,,,,"god,lady",3,,,,,,,,,,,,,"lady,apple",2,"legs,girl",2,,,,,,,,,,,,,,,"security,death",4,,,,,198756
386,,,"girl,wings",2,"artist,lady",3,,,,,"girl,food",2,,,"beer,girl",4,"legs,history",1,,,"lady,weight",2,"city,chocolate",3,"girl,baby",2,,,,,"lady,gift",2,,,"artist,performance",1,,,,,"relationship,lady",1,,,,,,,,,,,"relationship,heart",1,"child,birthday",5,,,,,"performance,country",1,,,"chocolate,girl",2,,,,,"girl,apple",3,,,,,,,,,,,,,"legs,girl",1,"lady,baby",3,"family,weight",3,,,,,,,,,,,,,,,"birthday,food",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943575
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,lady",1,,,"lady,girl",5,,,,,"girl,lady",5,"legs,girl",3.5,,,,,,,,,,,"girl,food",4,,,"boy,girl",5,,,"lady,food",2,,,,,"baby,god",3,,,,,,,,,"relationship,heart",4,"child,chocolate",3,"animal,relationship",3,"relationship,lady",5,,,,,"lady,girl",5,"feelings,birthday",3,,,,,"animal,lady",2,"artist,apple",1,,,,,"feelings,beauty",5,,,,,"lady,feelings",5,,,"death,lady",5,,,,,,,,,,,,,"birthday,food",2,654125
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,country",3,"girl,wings",1,,,"wedding,lady",3,,,,,"lady,weight",2,,,,,,,,,"city,lady",1,"girl,legs",2,,,"girl,food",2,"lady,gift",1,"boy,girl",4,,,"relationship,food",1,,,"lady,family",3,,,"boy,lady",3,,,"girl,food",1,,,"phone,relationship",2,,,"animal,boy",3,,,"performance,country",2,,,,,,,,,,,,,"artist,country",2,,,,,"feelings,history",3,,,"legs,girl",2,,,,,,,"lady,artist",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461497
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,weight",3,,,"legs,girl",4,,,,,,,"girl,legs",2,"beer,business",3,,,"lady,gift",3,"boy,girl",5,,,,,,,"lady,family",2,"death,baby",1,,,,,"girl,food",5,,,"relationship,heart",3,,,"animal,relationship",4,,,,,,,,,"feelings,birthday",4,,,,,,,,,,,"feelings,artist",3,,,"lady,street",4,,,"lady,feelings",4,"lady,family",4,,,"lady,artist",2,"birthday,boy",3,,,"wedding,performance",4,,,"death,beauty",3,,,827896
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"apple,wings",5,,,,,,,"security,girl",5,"lady,weight",4,,,,,,,,,"city,lady",5,,,"beer,business",5,,,,,,,"food,performance",5,"lady,food",5,"security,lady",5,"relationship,lady",3,,,"lady,sky",3,,,"girl,food",5,"beer,performance",5,,,,,,,,,,,"performance,lady",5,,,,,"text,god",4,,,,,,,,,"baby,artist",5,,,,,"legs,girl",4,,,,,,,,,,,"birthday,relationship",5,,,"security,death",4,"death,beauty",4,"birthday,food",5,579791
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,country",5,,,"security,lady",1,,,,,,,,,"girl,lady",4,,,"lady,dog",5,"lady,weight",1,,,,,,,"girl,food",4,,,"boy,girl",5,"artist,performance",1,,,,,,,,,,,"performance,beer",4,,,,,,,,,,,,,"chocolate,country",1,,,,,"feelings,birthday",2,,,"girl,death",5,,,,,"feelings,money",1,"feelings,artist",2,,,,,,,,,"lady,family",1,,,"lady,birthday",3,"birthday,boy",2.5,"boy,relationship",2,"wedding,performance",1,,,"death,birthday",1,,,854921
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wedding,street",2,"lady,girl",5,,,,,,,"legs,girl",4,,,,,,,"girl,legs",4,,,,,"lady,gift",3,,,,,,,,,"relationship,lady",3,"death,baby",5,,,,,,,,,,,"chocolate,birthday",4,"animal,relationship",4,,,"performance,country",4,,,"lady,girl",4,,,,,"girl,apple",3,,,"artist,country",4,"girl,feelings",3,,,beauty,3,,,,,"lady,feelings",3,"lady,family",5,,,"lady,artist",3,"birthday,boy",4,,,"wedding,performance",4,,,,,,,356833
474,,,,,,,,,,,"security,girl",5,,,,,,,"lady,dog",5,,,,,"girl,baby",5,,,,,"lady,gift",5,"boy,girl",5,,,,,"security,lady",5,"lady,family",5,"baby,god",4,,,,,,,,,"relationship,heart",5,,,,,"relationship,lady",5,,,,,"lady,girl",5,,,"god,lady",5,,,"animal,lady",5,"artist,apple",5,,,"baby,artist",5,,,"lady,street",5,"girl,area",5,,,"lady,family",5,,,,,,,,,"wedding,performance",5,,,"birthday,beauty",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568159
523,"artist,country",4,"girl,wings",4,"artist,lady",4,"wedding,lady",5,,,,,,,,,"legs,girl",2,,,"night,lady",2,,,,,,,,,"lady,gift",4,"boy,girl",5,"artist,performance",4,,,"security,lady",4,"lady,family",5,"baby,god",4,"boy,lady",5,,,,,,,"relationship,heart",5,,,"relationship,boy",4,"relationship,lady",5,,,"performance,lady",4,,,,,,,,,"animal,lady",4,,,,,,,,,,,,,,,,,"lady,holiday",5,,,,,,,,,,,,,"birthday,food",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991845
456,,,"girl,wings",3,"artist,lady",3,,,,,,,,,"girl,lady",4,"girl,history",3,,,"night,lady",3,"city,chocolate",3,,,,,,,,,,,"artist,performance",2,,,,,,,,,"boy,lady",2,,,,,,,,,"child,birthday",4,,,,,"performance,country",1,,,,,"feelings,birthday",3,,,"girl,apple",4,"animal,lady",2,"apple,country",2,"feelings,money",3,,,"feelings,beauty",5,,,,,"baby,feelings",2,,,"lady,holiday",3,"lady,artist",2,,,,,,,,,,,"birthday,food",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840331
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,security",1,"wedding,street",3,"weight,girl",1,,,,,"beer,lady",2,"legs,girl",3,,,,,,,,,,,,,"food,lady",1,"boy,girl",4,,,,,,,,,"baby,god",2,,,"performance,beer",1,"wedding,girl",1,,,,,"chocolate,birthday",2,"relationship,boy",3,"relationship,lady",1,,,,,,,,,"text,lady",1,,,"animal,lady",4,,,,,"baby,artist",2,,,"lady,apple",3,,,,,,,,,"lady,artist",1,,,,,,,"security,wedding",4,,,"birthday,death",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609304
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"apple,wings",3,,,,,,,"security,girl",4,,,,,,,,,,,"chocolate,lady",4,"girl,baby",1,,,,,,,"boy,girl",5,"artist,performance",4,,,"lady,gift",1,,,,,,,,,,,,,,,,,,,"relationship,apple",1,"chocolate,performance",2,,,"lady,girl",4,,,"text,lady",4,"girl,apple",4,,,"apple,country",1,"feelings,money",4,,,"feelings,history",2,"lady,apple",2,,,"lady,baby",4,"lady,family",1,"lady,holiday",4.5,,,"birthday,boy",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825055
