StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID9,QID10,QID11,QID12,QID13,QID14,QID15,QID16,QID18,QID19,QID20,QID21,QID22,QID23,QID24,QID25,QID27,QID28,QID29,QID30,QID31,QID32,QID33,QID34,QID36,QID37,QID38,QID39,QID40,QID41,QID42,QID43,QID45,QID46,QID47,QID48,QID49,QID50,QID51,QID52,QID54,QID55,QID56,QID57,QID58,QID59,QID60,QID61,QID63,QID64,QID65,QID66,QID67,QID68,QID69,QID70,QID72,QID73,QID74,QID75,QID76,QID77,QID78,QID79,QID81,QID82,QID83,QID84,QID85,QID86,QID87,QID88,QID90,QID91,QID92,QID93,QID94,QID95,QID96,QID97,QID99,QID100,QID101,QID102,QID103,QID104,QID105,QID106,QID108,QID109,QID110,QID111,QID112,QID113,QID114,QID115,QID117,QID118,QID119,QID120,QID121,QID122,QID123,QID124,QID126,QID127,QID128,QID129,QID130,QID131,QID132,QID133,QID135,QID136,QID137,QID138,QID139,QID140,QID141,QID142,QID144,QID145,QID146,QID147,QID148,QID149,QID150,QID151,QID153,QID154,QID155,QID156,QID157,QID158,QID159,QID160,QID162,QID163,QID164,QID165,QID166,QID167,QID168,QID169,QID171,QID172,QID173,QID174,QID175,QID176,QID177,QID178,QID180,QID181,QID182,QID183,QID184,QID185,QID186,QID187,QID189,QID190,QID191,QID192,QID193,QID194,QID195,QID196,QID198,QID199,QID200,QID201,QID202,QID203,QID204,QID205,QID207,QID208,QID209,QID210,QID211,QID212,QID213,QID214,QID216,QID217,QID218,QID219,QID220,QID221,QID222,QID223,QID225,QID226,QID227,QID228,QID229,QID230,QID231,QID232,QID234,QID235,QID236,QID237,QID238,QID239,QID240,QID241,QID243,QID244,QID245,QID246,QID247,QID248,QID249,QID250,QID252,QID253,QID254,QID255,QID256,QID257,QID258,QID259,QID260,QID261,QID262,QID263,QID264,QID265,QID266,QID267,QID268,QID270,QID271,QID272,QID273,QID274,QID275,QID276,QID277,QID279,QID280,QID281,QID282,QID283,QID284,QID285,QID286,QID288,QID289,QID290,QID291,QID292,QID293,QID294,QID295,QID297,QID298,QID299,QID300,QID301,QID302,QID303,QID304,QID306,QID307,QID308,QID309,QID310,QID311,QID312,QID313,QID315,QID316,QID317,QID318,QID319,QID320,QID321,QID322,QID324,QID325,QID326,QID327,QID328,QID329,QID330,QID331,QID333,QID334,QID335,QID336,QID337,QID338,QID339,QID340,QID342,QID343,QID344,QID345,QID346,QID347,QID348,QID349,QID351,QID352,QID353,QID354,QID355,QID356,QID357,QID358,QID360,QID361,QID362,QID363,QID364,QID365,QID366,QID367,mTurkCode
12/14/17 7:10,12/14/17 7:21,IP Address,*******,100,674,TRUE,12/14/17 7:21,R_1qe2QQYqsFAnv4l,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,"child,baby","child,baby","child,money","apple,baby","child,baby","apple,food","child,baby","child,baby",,,,,,,,,"animal,room","area,holiday","hands,animal","hands,animal","area,holiday","hands,animal","area,animal","animal,room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"boy,god","god,text","eyes,sky","boy,text","boy,text","eyes,boy","eyes,sky","boy,god",,,,,,,,,,,,,,,,,"dog,sky","dog,sky","baby,dog","baby,training","baby,dog","road,training","baby,dog","road,sky","artist,wedding","death,street","death,street","child,artist","artist,wedding","artist,wedding","child,artist","death,artist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14861978
12/14/17 7:13,12/14/17 7:22,IP Address,*******,100,542,TRUE,12/14/17 7:22,R_2w7ARDccExeD06C,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"city,birthday","city,road","road,weight","evening,weight","birthday,weight","birthday,weight","city,evening","road,evening","baby,beauty","beauty,holiday","dog,security","baby,beauty","baby,security","beauty,security","dog,security","baby,security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,chocolate","boy,girl","car,dog","dog,boy","car,dog","dog,boy","chocolate,girl","dog,boy",,,,,,,,,"area,artist","area,road","artist,wings","sky,road","area,sky","area,artist","artist,wings","sky,wings",17891505
12/14/17 7:09,12/14/17 7:23,IP Address,*******,100,796,TRUE,12/14/17 7:23,R_Df8wpuTmGyQR9qp,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,family","child,dog","dog,family","dog,family","country,family","dog,country","child,legs","child,family",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"city,morning","animal,country","country,city","animal,morning","animal,hands","city,morning","animal,city","animal,country",,,,,,,,,,,,,,,,,"eyes,lady","sky,history","birthday,lady","birthday,history","sky,birthday","eyes,sky","sky,birthday","eyes,birthday",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ocean,beauty","area,ocean","feelings,wings","beauty,feelings","area,feelings","beauty,wings","area,ocean","area,ocean",,,,,,,,,,,,,,,,,"sky,road","area,artist","artist,wings","sky,road","sky,road","artist,wings","artist,road","area,sky",99502890
12/14/17 7:14,12/14/17 7:23,IP Address,*******,100,513,TRUE,12/14/17 7:23,R_1pEfyedEyLnrHmb,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hands,heart","country,lady","heart,sky","heart,lady","country,hands","hands,sky","hands,heart","heart,lady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hands,feelings","feelings,friend","friend,wedding","hands,legs","feelings,friend","feelings,friend","feelings,friend","feelings,wedding","sky,god","god,text","eyes,sky","eyes,sky","boy,god","boy,text","eyes,sky","sky,god",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"birthday,child","artist,child","artist,child","artist,country","artist,morning","country,child","birthday,child","artist,country",,,,,,,,,,,,,,,,,"ocean,feelings","area,ocean","beauty,feelings","ocean,feelings","area,feelings","feelings,wings","area,ocean","feelings,wings",,,,,,,,,,,,,,,,,,,,,,,,,54389188
12/14/17 7:08,12/14/17 7:23,IP Address,*******,100,893,TRUE,12/14/17 7:23,R_2widDwxbHT4n0MT,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,hair","city,road","hair,weight","city,eyes","eyes,weight","hair,weight","eyes,hair","road,hair",,,,,,,,,"morning,night","morning,artist","artist,country","night,car","artist,car","night,car","artist,car","morning,country",,,,,,,,,,,,,,,,,"holiday,birthday","food,ocean","eyes,ocean","food,eyes","holiday,birthday","food,ocean","food,eyes","food,ocean",,,,,,,,,"phone,death","dog,apple","city,death","city,death","city,death","dog,phone","dog,phone","city,death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ocean,feelings","area,ocean","beauty,feelings","beauty,feelings","area,ocean","beauty,feelings","area,ocean","ocean,feelings",,,,,,,,,,,,,,,,,,,,,,,,,87015902
12/14/17 7:10,12/14/17 7:24,IP Address,*******,100,835,TRUE,12/14/17 7:24,R_1ptkWHjwjJuM5WM,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,wedding","eyes,sky","eyes,lady","eyes,lady","sky,chocolate","lady,wedding","chocolate,wedding","lady,wedding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"feelings,relationship","street,area","beauty,relationship","beauty,feelings","feelings,relationship","feelings,relationship","feelings,relationship","feelings,relationship",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,friend","child,friend","child,hair","wings,beauty","beauty,hair","friend,hair","beauty,hair","child,friend",,,,,,,,,"child,security","food,text","artist,food","food,child","artist,food","artist,security","artist,food","artist,child",,,,,,,,,,,,,,,,,"business,girl","business,security","feelings,girl","security,feelings","feelings,girl","security,feelings","business,security","business,girl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42366930
12/14/17 7:22,12/14/17 7:25,IP Address,*******,100,210,TRUE,12/14/17 7:25,R_1l4AsTCxsUN1Os2,*******,*******,*******,*******,*******,*******,anonymous,EN,"car,city","girl,lady","lady,car","girl,performance","lady,performance","girl,city","car,city","girl,lady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"street,death","street,legs","car,street","death,sky","street,death","death,sky","street,death","street,death","child,girl","child,girl","city,family","child,girl","city,family","child,girl","city,family","family,child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"training,gift","business,training","business,gift","business,gift","business,training","business,training","business,training","business,road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22060432
12/14/17 7:21,12/14/17 7:26,IP Address,*******,100,274,TRUE,12/14/17 7:26,R_vBP0q5MIOCrl6qR,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,"money,baby","child,baby","money,food","money,apple","child,food","child,money","apple,food","child,money",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,eyes","phone,eyes","heart,history","history,text","eyes,text","heart,eyes","phone,text","heart,history",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sky,god","god,text","eyes,sky","eyes,god","boy,text","eyes,boy","eyes,sky","sky,god",,,,,,,,,,,,,,,,,"road,sky","baby,dog","dog,road","baby,dog","baby,training","road,training","baby,dog","road,sky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sky,wings","artist,wings","area,artist","area,sky","area,sky","artist,road","artist,wings","sky,wings",21989770
12/14/17 7:22,12/14/17 7:28,IP Address,*******,100,310,TRUE,12/14/17 7:28,R_0j6FckgxArN7DnX,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"birthday,evening","city,road","evening,weight","city,road","birthday,evening","city,road","city,evening","city,road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,sky","history,lady","birthday,lady","history,lady","eyes,sky","sky,lady","eyes,sky","eyes,lady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"baby,child","baby,child","baby,child","child,holiday","chocolate,city","baby,child","baby,child","city,holiday","child,text","food,text","food,child","artist,food","artist,food","child,text","artist,food","artist,child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"food,child","food,hair","food,friend","food,training","hair,child","food,training","hair,friend","food,child",,,,,,,,,79369716
12/14/17 7:05,12/14/17 7:28,IP Address,*******,100,1371,TRUE,12/14/17 7:28,R_3dQUIjsx1E0kZHo,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"baby,dog","baby,beauty","baby,dog","baby,beauty","dog,security","baby,dog","dog,security","baby,security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"animal,relationship","animal,god","phone,relationship","animal,relationship","phone,god","car,animal","god,relationship","car,phone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"baby,child","city,holiday","baby,child","child,holiday","chocolate,city","baby,child","baby,child","city,holiday",,,,,,,,,,,,,,,,,"business,gift","training,road","gift,road","training,gift","training,phone","business,road","gift,phone","gift,phone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"road,wings","area,artist","artist,wings","area,sky","sky,road","area,artist","artist,road","area,sky",45814617
12/14/17 7:13,12/14/17 7:29,IP Address,*******,100,961,TRUE,12/14/17 7:29,R_2P7tjgQcLkYjI0a,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,"car,money","country,child","country,child","country,money","country,apple","car,country","apple,child","country,child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,family","dog,country","child,dog","child,dog","country,family","dog,country","family,legs","dog,family",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,death","street,legs","car,death","death,sky","street,death","car,death","death,sky","death,legs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes,lady","sky,history","eyes,history","sky,lady","sky,lady","birthday,lady","eyes,sky","eyes,lady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"evening,performance","country,performance","evening,performance","car,business","country,evening","country,business","car,business","country,evening",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58157063
12/14/17 7:25,12/14/17 7:30,IP Address,*******,100,297,TRUE,12/14/17 7:30,R_3EKbS2gNdxZjybo,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hands,room","morning,room","child,morning","child,hands","child,wings","child,morning","child,wings","child,room",,,,,,,,,,,,,,,,,"child,girl","city,family","child,girl","family,child","city,chocolate","family,child","city,family","family,child",,,,,,,,,"street,area","street,area","car,area","baby,god","street,area","street,area","street,area","street,god",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,wedding","death,street","death,street","child,artist","death,wedding","death,wedding","child,death","child,artist",,,,,,,,,,,,,,,,,,,,,,,,,,"child,friend","child,hair","child,hair","wings,beauty","child,friend","child,friend","beauty,friend","child,friend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13959554
12/14/17 7:07,12/14/17 7:30,IP Address,*******,100,1385,TRUE,12/14/17 7:30,R_2rDvZUZo4c2RXr7,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,"hands,animal","animal,holiday","hands,animal","animal,room","animal,room","hands,holiday","area,animal","animal,holiday",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"morning,night","morning,country","artist,country","artist,country","car,country","car,country","car,country","artist,country",,,,,,,,,,,,,,,,,,,,,,,,,"hands,room","child,room","child,morning","hands,room","child,hands","child,room","child,wings","wings,room",,,,,,,,,,,,,,,,,,,,,,,,,"heart,eyes","eyes,text","heart,text","history,text","eyes,text","heart,eyes","heart,text","phone,text",,,,,,,,,,,,,,,,,,,,,,,,,"animal,morning","animal,morning","animal,hands","country,morning","animal,city","country,morning","country,city","animal,country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50284487
12/14/17 7:23,12/14/17 7:30,IP Address,*******,100,449,TRUE,12/14/17 7:30,R_vDBTSajJ33WWQZr,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holiday,security","beauty,holiday","dog,security","baby,beauty","dog,security","baby,dog","dog,security","baby,dog","eyes,hair","city,road","city,weight","city,eyes","city,eyes","road,weight","eyes,hair","city,hair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holiday,birthday","food,ocean","food,ocean","birthday,eyes","holiday,birthday","food,ocean","birthday,eyes","birthday,ocean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"feelings,relationship","street,area","beauty,area","beauty,relationship","area,relationship","area,relationship","feelings,relationship","area,relationship",,,,,,,,,"animal,morning","animal,hands","country,city","country,morning","animal,hands","city,morning","country,city","country,city",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13507805
12/14/17 7:28,12/14/17 7:33,IP Address,*******,100,299,TRUE,12/14/17 7:33,R_1IFURoyh9EoTKPt,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,"country,child","country,money","country,child","child,money","car,country","car,money","country,child","country,apple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,wedding","death,artist","death,street","death,artist","artist,wedding","artist,wedding","child,artist","child,artist",,,,,,,,,,,,,,,,,,"business,performance","car,evening","country,evening","car,business","car,evening","car,performance","business,performance","country,performance","child,friend","child,friend","wings,hair","beauty,friend","beauty,friend","child,friend","friend,hair","child,wings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48951536
12/14/17 7:22,12/14/17 7:36,IP Address,*******,100,802,TRUE,12/14/17 7:36,R_1QGxSXDxd4iA8Nu,*******,*******,*******,*******,*******,*******,anonymous,EN,"car,city","girl,lady","lady,car","city,performance","lady,performance","girl,lady","car,city","girl,lady",,,,,,,,,"country,child","country,child","country,money","car,money","car,money","car,country","child,money","country,child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"morning,night","night,country","night,artist","artist,car","artist,car","morning,country","artist,car","night,car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"city,family","city,family","city,family","city,hands","hands,weight","hands,weight","city,family","city,hands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"birthday,child","country,child","artist,child","country,child","artist,country","birthday,child","country,child","artist,country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16451385
12/14/17 7:32,12/14/17 7:41,IP Address,*******,100,529,TRUE,12/14/17 7:41,R_2tEgfigERAXYCx4,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,"animal,holiday","area,holiday","hands,animal","hands,animal","animal,room","animal,room","area,animal","hands,animal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,wedding","eyes,chocolate","eyes,lady","eyes,sky","eyes,chocolate","lady,wedding","eyes,chocolate","lady,wedding","birthday,eyes","food,holiday","eyes,ocean","eyes,ocean","holiday,eyes","food,eyes","eyes,ocean","holiday,ocean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"beauty,performance","beauty,performance","boy,girl","beauty,performance","boy,girl","beauty,performance","boy,girl","boy,girl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,road","area,road","area,artist","sky,road","area,sky","artist,road","area,artist","area,sky",73911942
12/14/17 7:25,12/14/17 7:41,IP Address,*******,100,956,TRUE,12/14/17 7:41,R_3lyJ0ZWOcL4Dfko,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hands,feelings","legs,feelings","legs,friend","feelings,friend","friend,wedding","legs,feelings","feelings,friend","feelings,wedding",,,,,,,,,,,,,,,,,"animal,god","animal,god","car,relationship","car,relationship","car,phone","car,animal","god,relationship","car,relationship",,,,,,,,,,,,,,,,,"beauty,performance","beauty,performance","boy,girl","beauty,performance","girl,performance","beauty,performance","boy,girl","boy,girl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"business,training","training,road","gift,road","gift,phone","business,training","training,gift","business,road","training,phone",,,,,,,,,"beauty,feelings","area,ocean","beauty,feelings","feelings,wings","area,feelings","feelings,wings","area,wings","feelings,wings",,,,,,,,,,,,,,,,,,,,,,,,,58661875
12/14/17 7:24,12/14/17 7:41,IP Address,*******,100,1036,TRUE,12/14/17 7:41,R_ZER3SZXNXWdirjr,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"country,family","dog,country","child,dog","dog,country","child,country","dog,country","dog,legs","country,family",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"car,death","street,legs","car,sky","street,death","street,death","car,death","street,death","car,street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gift,food","gift,city","car,gift","city,street","car,gift","city,street","car,gift","city,street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"business,girl","security,feelings","feelings,girl","feelings,girl","feelings,food","feelings,girl","business,security","business,food",,,,,,,,,"boy,girl","boy,girl","dog,boy","dog,boy","car,dog","dog,boy","car,chocolate","dog,boy",,,,,,,,,,,,,,,,,36283472
12/14/17 7:35,12/14/17 7:42,IP Address,*******,100,421,TRUE,12/14/17 7:42,R_3itj1TH6CFAwn2l,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"country,family","child,dog","child,dog","dog,country","country,legs","dog,legs","dog,legs","dog,family",,,,,,,,,,,,,,,,,,,,,,,,,"city,death","dog,apple","phone,city","dog,death","phone,city","dog,city","dog,phone","dog,death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"feelings,relationship","beauty,area","beauty,feelings","feelings,relationship","area,feelings","street,area","area,relationship","feelings,relationship",,,,,,,,,,,,,,,,,,,,,,,,,"sky,god","sky,god","sky,text","eyes,boy","boy,text","eyes,boy","eyes,sky","boy,text",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"business,girl","security,girl","feelings,girl","business,feelings","feelings,girl","security,girl","business,food","business,food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85410348
12/14/17 7:29,12/14/17 7:42,IP Address,*******,100,830,TRUE,12/14/17 7:42,R_2xzVkkCNpPjSsLC,*******,*******,*******,*******,*******,*******,anonymous,EN,"car,performance","girl,lady","lady,car","girl,lady","lady,performance","girl,performance","car,performance","girl,lady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,eyes","history,text","eyes,text","phone,history","eyes,history","heart,eyes","heart,text","heart,eyes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,text","food,security","artist,child","food,security","artist,food","child,security","artist,food","artist,child",,,,,,,,,"training,road","training,road","business,gift","gift,phone","business,training","business,gift","business,training","training,gift",,,,,,,,,"beauty,feelings","area,ocean","feelings,wings","area,feelings","area,feelings","beauty,feelings","area,ocean","area,feelings",,,,,,,,,,,,,,,,,,,,,,,,,29895763
